Id,RecResult
1683,i want to leave on wednesday morning
1684,my name is barbara
1685,i'm from ireland
1686,i would like two tickets to london
1687,i would like to leave tomorrow
1688,my name is john
1689,i'm from france
1690,my name is james
1692,i'm from austria
1693,the capital of austria is vienna
1694,i have three older sisters
1695,i am going on holidays
1696,i am going on holidays
1697,yes it is my passport
1698,my name is andy
1699,i'm from austria
1700,my name is andy
1701,i'm from canada
1702,my name
1703,my name is paul
1704,i'm from germany
1705,germany is not in africa
1706,germany is in europe
1707,the capital of germany is berlin
1708,i have four older sisters
1709,i going into holidays
1710,yes it is my passport
1711,my name is john
1712,i am from italy
1713,italy is not in africa
1714,it
1715,italy is in europe
1716,the capital from italy is rome
1717,i have three older sisters
1718,i in the holidays
1719,yes that's my passport
1720,my name is andy
1721,i'm from switzerland
1722,switzerland is not in africa
1723,switzerland is in europe
1724,the capital of switzerland is bern
1726,i have three brothers
1727,i go in the holidays
1728,yes that's my passport
1730,i would like to buy by post card
1732,i would like to buy three musical tickets
1733,i would like to go on wednesday evening
1734,i would like three tickets to the lion
1735,i want three tickets for the lion king
1736,i would like to sit in the tenth row
1737,i would like tickets for the natural history museum
1738,i need four tickets
1739,i would like a tea please
1740,i would like the steak
1741,i would like my steak medium
1742,i would like some peas
1743,i would like the dessert dessert card
1744,the dessert menu please
1745,could i have the vanilla ice cream
1746,could i have one i have the vanilla ice cream
1747,can i have the vanilla ice cream
1748,i would like the bill
1749,i would like the check
1751,i would like to pay by post card
1752,i would like a room for three nights
1753,can i have a suite
1754,i would like to buy by credit card
1755,is there a green trousers
1756,i do not have a reservation
1757,i would like a room for four nights
1758,i would like a twin zimmer
1759,i would like pay by mastercard
1760,is there a fitness studio
1761,where is the fitness studio
1762,i would like a room for six nights
1763,i would like a twin room
1764,i would like pay by mastercard
1765,i would like to buy with switzerland francs
1766,is there a lift
1767,where is the lift
1768,i would like a room for two nights
1769,i would like a twin zimmer
1770,i would like pay by visa
1771,is there a hotel restaurant
1772,i would like a room for seven nights
1773,i would like a twin room
1774,i would like pay by visa
1775,is there a green grocer
1776,is there a swim grocer
1777,where is the green trousers
1778,where is the grocery
1779,my room is my pass
1781,my room is australia
1782,my room haven't got a musical
1783,my room haven't got a twin room
1785,i'm fine thanks
1786,i'm good
1787,i would like some boots
1788,brown boots
1789,i am a thirty six
1790,i am looking for trousers
1791,red trousers please
1792,francs
1793,i am a large
1794,i want this
1795,that's too jeans
1796,it's too expensive
1797,where is the science museum
1798,where is the science museum
1799,where is the science museum
1800,where is the tower
1801,can you give me directions to the towel london
1802,which bus goes there
1803,marble arch is opposite hyde park
1804,i do not have a reservation
1805,i would like a room for four nights
1806,can i have a junior suite
1807,can i pay by visa
1808,is there a swimming pool
1809,i do not have a reservation
1810,i would like a room for four nights
1811,i would like a suite
1812,i would like pay by visa
1813,is there a hairdresser
1814,my name is erica
1815,i'm from german
1816,germany is not in africa
1817,germany is in europe
1819,the capital of germany is berlin
1820,i have four younger brothers
1821,i'm fine thanks
1822,that's okay
1823,where is the natural natural history museum
1824,where is the oxford street
1825,which bus goes there
1826,the tower is near the tower bridge
1827,where is the science museum
1828,where is madame tussauds
1829,which bus goes there
1830,the tower is near the tower bridge
1831,where is the natural history museum
1832,where is madame tussauds
1834,marble arch is next to the hyde park
1835,marble arch is opposite hyde park
1836,i would like to go
1837,sorry i need to go
1838,where is the national gallery
1839,where is the madame tussauds
1840,which bus go to
1841,marble arch is opposite hyde park
1842,sorry i would like to go
1843,where is the science museum
1844,where is the science museum
1845,where is the science museum
1846,where is madame tussauds
1847,which bus goes to
1848,the tower is near tower bridge
1849,where is the tate modern
1851,which bus go to
1852,which bus go to
1853,this is near the bank of england
1854,sorry i would like to go
1855,where is the science museum
1856,where is the science museum
1857,where is the science museum
1858,where is the london eye
1859,which bus goes there
1860,this
1861,saint pauls cathedral is near the bank of england
1862,saint pauls cathedral is near of the bank of england
1863,where is the tate modern
1864,where is the oxford street
1865,which bus go to
1866,the tower is near the tower bridge
1867,where is the zoo
1868,where is the tower
1869,where is the tower
1870,where is the tower of england
1871,which bus go to
1872,which bus goes there
1873,the capital of spain pants is near the bank of england
1874,this is my pass capital ticket near the bank of england
1875,a red
1876,where is the british museum
1877,where is the big ben
1878,which bus goes there
1879,the tower is near tower bridge
1880,sorry i would like to go
1881,i would like tomorrow water
1882,i would like a sparkling water
1883,i would like a hamburger
1884,i would like my hamburger rare
1885,i would like a baked potato
1886,the dessert menu please
1887,i would like the scones
1888,i would like the bill i would like the dessert
1889,i would like a shirt
1890,i would like pay by visa
1891,i would like to buy by credit card
1892,i do not have a reservation
1893,i do not have a reservation
1894,i would like a room for one week
1895,i would like a double room
1896,i would like pay by visa
1897,is there a hairdresser
1898,where is the hairdresser
1899,i do not have a reservation
1900,i do not have a reservation
1901,i would like a room for four nights
1902,i would like a double room
1903,i would like pay by visa
1904,is there a hotel bar
1905,where is the hotel bar
1907,my room is friday large
1908,i don't row
1909,a room isn't shampoo
1910,capital
1912,i would like a tea
1913,i would like the saturday great jeans
1916,i would like four tickets for the musical
1917,i would like to buy four musical tickets
1918,four tickets for the saturdays four tickets for tuesday
1920,i haven't got a reservation
1921,no i don't have a reservation
1922,a room for four nights
1923,a junior suite
1924,i would like to pay by post card
1925,is there a hotel
1926,where is the hairdresser
1927,where is the hairdresser
1928,i don't have a reservation
1929,i do not have a reservation
1930,a room for two nights
1931,a twin room
1932,a twin room
1933,i would like to pay with mastercard
1934,is there a hotel bar
1935,where is the hotel bar
1936,my room is dirty
1937,in the room is no shower gel
1938,i could not find any no shower gel
1939,where can i buy a shower gel
1940,a ticket to westminster
1941,can you give me a ticket to westminster
1942,i would like to pay with mastercard
1943,i would like to pay with dollars
1944,i don't have a reservation
1945,i do not have a reservation
1946,no i do not have a reservation
1947,a room for seven nights
1948,a single room
1949,i
1950,i wanna
1951,can i pay with swiss francs
1952,is there a hotel bar
1953,who is the hotel bar
1954,my toilet is dirty
1955,a row
1956,where can i buy shirt
1957,a room for six nights
1958,i want to leave on
1960,the
1961,tee shirt
1962,a suite
1963,i would like a red post card
1965,i don't have a reservation
1966,i do not have a reservation
1967,no i do not have a reservation
1968,a room for two nights
1969,junior suite
1970,i would like a junior suite
1971,can i pay with visa
1972,is there a fitness studio
1973,where is the fitness studio
1974,six tickets am mashed london
1975,i'd like a thursday afternoon row
1976,i would like to leave on thursday afternoon
1977,my name is janet
1978,i'm from england
1979,my name is maddalena
1980,i am from england
1981,a ticket of nothing hill
1982,i would like a ticket a ticket to notting hill
1983,i pay with visa
1984,four musical tickets
1985,a four musical tickets please
1986,four tickets for at friday afternoon
1987,four tickets for billy room please
1988,four tickets for billy elliot please
1989,i want four tickets for billy elliot
1990,i would like in the second row sitting
1991,i would like to sit in the second row
1992,tickets for the london eye
1993,can i have four
1994,can i also have tickets for the london eye
1995,i want three tickets
1996,i would like three tickets
1997,i would like a tea
1998,i would like the sunday roast
1999,i would like my sunday roast medium
2000,can i have the bill
2001,national
2002,i would like a dessert card please
2003,the dessert menu
2004,i would like the scones
2005,i would like the check
2006,i will buy pay with visa
2007,i pay with visa
2008,where is the british museum
2009,where is the piccadilly circus
2010,which bus goes there
2011,saint pauls cathedral is near the bank of england
2012,saint pauls cathedral is near the bank of england
2013,i'm fine
2014,i'm good
2015,i would like some boots
2016,i would like brown boots
2017,thirty seven
2018,i want a shirt
2019,i want a white shirt
2020,a white shirt please
2021,great
2022,i am a large
2023,i am john
2024,i want to sit on for much does it cost
2025,this is too expensive
2026,my name is patrick
2027,i'm from germany i am from german
2028,the capital of germany is berlin
2029,i have four younger sisters
2030,i am going on holidays
2031,yes it's my passport
2032,i do not have a reservation
2033,no i do not have a reservation
2034,a room for one week
2035,double room
2036,i pay with visa
2037,is there a for
2038,where is the hairdresser
2039,my room is
2040,there is no shampoo in the room
2041,where can i buy have shampoo
2042,six tickets to london please
2043,i would like a sunday evening go
2044,i would like to leave tomorrow at seven pm
2045,my name is john
2046,i'm from switzerland
2047,my name is mona
2048,i'm from portugal
2049,the capital of portugal is lisbon
2050,i have three older sisters
2051,i go to the holidays
2052,this is my passport
2053,ticket to green park
2054,ticket to green park please
2055,i need a ticket to green park
2056,i would pay with visa
2057,i pay with credit card
2058,two musical tickets please
2059,i need two musical tickets
2060,two tickets for monday afternoon please
2062,i want two tickets for monday night
2063,two tickets for starlight express please
2064,i want two tickets for starlight express
2065,i would like to sit in the fifth row
2066,i would like tickets for the national gallery
2067,three tickets please
2068,i would like three tickets
2069,i would like a orange shirt please
2070,i would like a steak
2071,i would like my steak rare
2072,i would like carrots
2073,i would like some carrots
2074,i would i would like the dessert menu please
2075,the dessert menu please
2076,i would like the custard tart
2077,i would like
2078,i would like the check
2079,i pay with visa
2080,where is the tate modern
2081,could you give me directions to the tate modern
2082,where is the oxford street
2083,where is the oxford street
2084,which bus goes there
2085,which bus goes there
2086,it is near the bank of england
2087,sorry i need
2088,sorry i want to go sorry i need to go
2089,sorry i need to go
2090,i want some boots
2091,i'm good
2092,i am looking for sandals
2093,i would like brown sandals
2094,thirty room
2095,i would like jeans
2096,i am looking for jeans
2097,i would like red jeans
2098,i am from france
2099,i want morning
2100,how much does the jeans cost
2101,it is too expensive
2102,a room for five nights please
2103,a twin room please
2104,i pay with visa
2105,can i pay with visa
2106,is there a restaurant
2107,is there a hotel restaurant
2109,my room is dirty
2110,i could not find any hairdryer
2111,i could not find any hairdryer
2112,where can i buy a hairdryer
2113,i want three
2114,i want three tickets to london please
2115,i would like three tickets to london
2116,i want to leave on monday afternoon
2117,i go much is this
2118,how much does it cost
2119,i want a cheaper ticket
2120,my name is paolo
2121,i'm from canada
2122,my name is brian
2123,i'm from england
2125,i pay with visa
2126,can i pay with visa
2127,i would like two musical tickets
2128,i would like to go on friday evening
2129,i would like two tickets for billy elliot
2130,i would like a red shirt
2131,i want to sit in the eighth row
2132,i would like tickets for national gallery
2133,three tickets
2134,i would like three tickets
2135,i would like a red shirt
2136,i would like a reservation
2137,i would like sandals
2138,i would like my sunday roast medium
2140,i would like a goulash soup
2141,i would like the dessert card i i would like the dessert card
2142,the dessert menu please
2143,the apple pie please
2144,i would like the bill
2145,can i pay with visa
2146,where is the national gallery
2147,where is the tower
2148,can you give me a ticket to the tower of london
2149,which bus goes there
2150,the tower is near tower bridge
2151,i am good thanks
2152,i'm good
2153,i would like some boots
2154,i would like red boots
2155,forty
2156,i would like a t-shirt
2157,i would like a yellow tee shirt
2158,small
2159,this is too loose
2160,i do not want this t-shirt
2161,no i do not want it
2162,a room for one week
2163,i would like a twin room please
2164,i would like a twin room please
2165,a twin room please
2166,i would like pay with visa
2167,can i pay by credit card
2168,is there a hairdresser
2169,where is the hairdresser
2170,three tickets to london please
2171,i would like leave on wednesday morning
2172,my name is patrick
2173,i'm from scotland i'm from scotland
2174,my name is paul
2175,i'm from england
2176,my name is paolo
2177,i am from portugal
2178,the capital of portugal is lisbon
2179,i have three younger brothers
2180,i'm going on holidays
2181,this is my passport
2182,yes it is my passport
2183,a ticket to green park
2184,i would like a ticket to green park
2185,can i pay with post card
2186,i would like three musical tickets
2187,i would like to go on the morning afternoon
2188,i would like three tickets for starlight express
2189,i would like to sit in the fourth row
2190,i would like tickets for madame tussauds
2191,i would like two tickets
2192,i would like a tea
2193,i would like the sunday roast
2194,i would like my sunday roast rare
2195,i would like some garlic bread
2196,this is not what i ordered
2197,the dessert menu please
2198,i would like the custard tart
2199,i would like the check
2200,can i pay with post card
2201,where is the tate modern
2202,where is the piccadilly circus
2203,could you give me directions to piccadilly circus
2204,which bus goes there
2205,the tower is near tower bridge
2206,i'm good
2207,i'm looking for sandals i'm looking for sandals
2208,i would like white sandals
2209,forty-four
2210,i would like a sweatshirt
2211,i would like green sweatshirt
2212,i am john
2214,this is too loose
2215,i don't want this sweatshirt
2216,i do not want it
2217,no i do not want this
2218,i do not have a reservation
2219,a room for one week
2220,double room
2221,i would like pay with visa
2222,is there a swimming pool
2223,where is the swimming pool
2224,you can't use help at the silver level
2225,can i see is dirty
2226,this is dirty
2227,i want the room isn't a hairdryer
2228,in the room isn't a hairdryer
2229,i want the desert card rare
2230,five tickets to london please
2231,i would like a room for the morning leave
2232,can i pay on thursday morning leave
2233,i would like to leave on thursday morning
2234,my name is patrick
2235,i'm from austria
2236,my name is nick
2237,i'm from ireland
2238,my name is andrew
2239,i'm from germany
2240,germany isn't in africa
2241,germany is in europe
2242,the capital of germany is berlin
2243,i have two brothers
2244,i go to the holidays
2245,i'm going on holidays
2246,this is my passport
2247,yes it is my passport
2248,my name is mona
2249,i am from portugal
2250,portugal is not in africa
2251,capital is in europe
2252,the capital of portugal is lisbon
2253,i have two older sisters
2254,i am going in the holidays
2255,yes it's my passport
2256,a ticket to notting hill
2257,can i have a ticket to notting hill
2258,can i pay with visa
2259,can i pay with pounds
2260,i have a great note
2262,i have only large suites
2263,where is the monday afternoon
2264,where is the atm
2265,can i have two musical tickets
2266,i would like leave on thursday evening row
2267,i would like two tickets for mamma mia
2268,i would like tickets for this musical
2269,i would like a room for ticket
2270,i want to sit in the middle
2271,i would like tickets for the natural history museum
2272,four tickets for tickets
2273,i would like four tickets
2274,i would like a water without gas
2275,i would like a still water
2276,i would like the steak
2277,i would like my steak rare
2278,i would like the soup of the day
2279,the dessert menu please
2280,i would like the chocolate nights
2281,i would like the check i i would like the check
2282,i would like the check
2283,can i pay with mastercard
2284,where is the science museum
2286,where is the madame tussauds
2287,which bus goes there
2288,the tower is near tower bridge the tower is near tower bridge
2289,i am good
2290,i would like boots
2291,i would like boots
2292,i would like white boots
2293,forty
2294,forty-one
2295,forty
2296,i would like jeans
2297,i would like a red jeans
2298,small
2299,this is too large
2300,it's too small
2301,this is too tight
2302,i do not want these jeans
2303,i do not want this
2304,i do not want this
2305,i do not have a reservation
2306,a room for four nights
2307,room for four nights
2308,a suite
2309,can i pay with mastercard
2310,is there a food store
2311,is there a food store
2312,where is the food store
2313,i would like three tickets to london
2315,my name is janet
2316,i'm from switzerland
2317,my name is john
2318,i'm from australia
2319,i am from spain
2320,the capital of spain is madrid
2321,i have four older brothers
2322,i have four older brothers
2323,i'm going on holidays
2324,yes it is my passport
2326,can i pay with credit card
2327,can i pay with euros
2328,i have smaller notes
2329,i want one musical ticket
2330,i want a ticket for sunday evening
2331,i would like a ticket for billy elliot
2332,i would like to sit in the sixth row
2333,i would like tickets for the british museum
2334,one ticket please
2335,i would like one ticket
2336,i want a tea
2337,i would like the steak
2338,i would like my steak leave steak brothers
2339,i would like my steak medium
2340,i would like my steak well done
2341,i would like the soup of the day
2342,this is not want i have older
2343,the dessert menu
2344,the dessert menu
2345,the dessert menu
2346,where is the british museum
2347,where is piccadilly circus
2348,which bus goes there
2349,big ben is near the houses of parliament
2350,i want to go
2351,i want to go
2352,i am good
2353,i would like sandals
2354,i would like red sandals
2355,thirty six
2356,i would like a t-shirt
2357,i would like a brown t-shirt
2358,small
2361,this is too tight
2362,i do not want this t-shirt
2363,i do not want this t-shirt
2364,i do not want this t-shirt
2365,i want not want this tee shirt
2366,a room for five nights
2367,a suite
2368,i would like a suite
2369,can i pay with mastercard
2370,can i pay with euros
2371,i would like to pay with euro
2372,is there a fitness studio
2373,where is the fitness studio where is the fitness studio
2374,where is the fitness studio
2375,where is the fitness studio
2376,i would like a ticket to london
2377,i would like to leave on
2378,i would like to leave on nine p m morning
2379,how much does it cost
2380,ticket ticket ticket
2381,i would like a cheaper ticket
2382,my name is erica
2383,i am from australia
2384,my name is andy
2385,i am from australia
2386,i would like a ticket to trafalgar card
2387,can i pay with post card
2388,i would like to pay with euro
2389,can i pay with euros
2390,i have smaller notes
2391,i would like three musical tickets
2392,i would like to go tomorrow
2393,three tickets for starlight express
2394,i would like three tickets for starlight express
2395,i would i would like tickets for this musical
2396,i would like to sit in the middle row
2397,i would like tickets for the london eye
2398,i would like three four tickets
2399,i would like four tickets
2400,four tickets
2401,i would like a coke
2402,i would like the sunday roast
2403,i would like my sunday roast medium i would like my sunday roast
2405,i would like pay
2406,i would like the dessert menu
2407,i would like a please
2408,i would like the check
2409,i would like to pay with mastercard
2410,where is the tate modern
2411,where is the piccadilly circus
2412,which bus goes there
2413,this is near bank of england this is near the bank of england
2414,i am good
2415,i would like boots
2416,i would like red boots
2417,forty three
2418,i would like jeans
2419,i would like white jeans
2420,large
2421,how much cost this jeans
2422,this is too expensive
2423,i am good
2424,i would like sandals
2425,i would like red sandals
2426,thirty seven
2427,i would like a shirt
2428,i would like a red shirt
2429,small
2430,large
2431,how much cost this shirt
2432,this is too expensive
2433,my name is thomas
2434,i am from portugal
2435,the capital of portugal is lisbon
2437,i have four brothers
2438,i'm going in the holidays
2439,yes it is my passport
2440,i do not have a reservation
2441,i would like a room for three nights
2442,i would like a double room
2443,can i pay with visa
2444,is there a hotel restaurant
2445,where is the hotel restaurant
2446,where is the hotel restaurant
2447,where is the hotel restaurant
2448,i would like a ticket to london
2449,i want to leave on thursday morning
2450,my name is barbara my name is barbara
2451,i am from scotland
2452,my name is thomas
2453,i am from austria
2454,the capital of austria is berlin
2455,i have four sisters
2456,i'm going on holidays
2457,yes it is my passport
2458,i would like a ticket to trafalgar card
2459,i would like to pay with credit card
2460,i would like three musical tickets
2461,i would like three tickets for monday evening
2462,i would like three tickets for billy elliot
2463,i would like to sit in the fourth row
2464,i would like tickets for the science museum
2465,four tickets please
2466,i would like five tickets please
2467,i would like four tickets please
2468,i would like a still water
2469,i would like a carbonated water without
2470,i would like a still water
2471,i would like the sunday roast
2472,i would like my sunday roast rare
2473,i would like some garlic bread
2474,i would like the dessert menu
2475,i would like a coffee
2476,i would like the bill please
2477,i would like a suite
2478,i would like the check
2479,i would like to pay with mastercard
2480,i want a still water
2481,i would like a hamburger
2482,i would like my hamburger medium
2483,i would like some garlic bread
2484,i would like some garlic bread
2485,i would like the dessert menu
2486,i would like the carrot coke
2487,i would like the check
2488,i would like to pay with post card
2489,where is the science museum
2490,where is the piccadilly circus
2491,which bus goes there
2492,marble arch is opposite hyde park
2493,i am good
2494,i would like sandals
2495,i would like blue sandals
2496,forty two
2497,i would like a shirt
2498,i would like a red shirt
2499,thirty
2500,small
2501,how much is it
2502,this is too expensive
2503,i do not have a reservation i i do not have a reservation
2504,i would like a room for three nights
2505,i would like a single room
2506,can i pay with mastercard
2507,is there a lift
2508,where is the elevator
2509,the bathroom is dirty
2510,where is the hairdryer
2511,where is the hairdryer
2512,where is the hairdryer
2513,four tickets to london
2514,i would like to leave on nine for morning
2515,my name is james
2516,i am from portugal
2517,my name is nick
2518,i am from germany
2519,germany is not in africa
2520,germany is in europe
2521,the capital of germany is berlin
2522,i have three sisters
2523,i have three sisters
2524,i'm going in the holidays
2525,yes it is my passport
2526,a ticket to trafalgar post card
2527,i would like a ticket to trafalgar store
2528,i would like pay with mastercard
2529,i would like three musical tickets
2530,i would like three tickets for sunday evening
2531,i would like three tickets for saturday evening
2532,i would like three tickets for mamma mia
2533,i want to sit back
2534,i would like tickets for the british museum
2535,i would like four tickets
2536,i want a water with post card
2537,i would like a still water
2538,i would like a hamburger
2539,i would like my hamburger rare
2540,i would like the soup of the day
2541,i would like the dessert menu
2542,i would like the custard tart
2543,i would like the check
2544,i would like to pay with mastercard
2545,where is the zoo
2546,where is the piccadilly circus
2547,which bus goes there
2548,marble arch is goes there
2549,marble arch is older hyde park
2550,i am good
2551,i would like sandals
2552,i would like blue sandals
2553,forty two
2554,i would like jeans
2555,i would like white jeans
2556,small
2557,this is too large
2558,this is too tight
2559,i do not want these jeans
2560,i do not want this
2561,i do not have a reservation
2562,a room for five nights
2563,a room for five nights
2564,twin room
2565,twin room
2566,can i pay with mastercard
2567,i would like to pay with euros
2568,can i pay with euros
2569,is there an elevator
2570,where is the elevator
2571,i do not have a reservation
2572,a room for three nights
2573,junior suite
2574,can i pay with credit card
2575,is there a fitness studio
2576,four tickets to london
2577,i would like four tickets to london
2578,i would like to leave on friday morning
2579,my
2580,my name is james
2581,i am from scotland
2582,my name is patrick
2583,i am from austria
2584,capital of austria is museum
2585,i have one older brothers
2586,i'm going in the holidays
2587,yes it is my passport
2588,i would like a ticket to notting hill
2589,can i pay with post card
2590,i would like two musical tickets
2591,i would like to leave morning
2592,i would like to go on tomorrow
2593,i would like to go tomorrow
2594,i would like two tickets for the lion king
2595,i would like to sit in the first row
2596,i would like tickets for the natural history museum
2597,one ticket please
2598,one ticket
2599,i would like one ticket
2600,i would like two musical tickets
2601,i would like to leave on saturday evening
2602,i would like to go on thursday evening
2603,i would like two tickets for billy elliot
2604,i would like tomorrow in the second row
2605,i would like to leave in the second row
2606,i want to sit in the second row
2607,i would like tickets for the madame tussauds
2608,i would like two tickets
2609,i would like to london
2610,i would like a hamburger
2611,i would like my hamburger well done
2612,i would like beans
2613,i would like beans
2614,i would like the dessert menu
2615,i would like the scones
2616,i would like the check
2617,i would like to pay with mastercard
2618,where is the tower
2619,where is the london eye
2620,which bus goes there
2621,this is near the bank of england
2622,i want to go
2623,i want to go
2624,i am good
2625,i would like sandals
2626,i would like red sandals
2627,thirty seven
2628,i would like a t-shirt
2629,i would like a brown t-shirt
2630,i will row
2631,how much is this
2632,this t-shirt is too expensive
2633,i do not have a reservation
2634,i would like a room for six nights
2635,single room
2636,can i pay with credit card
2637,is there a bar
2638,i would like five tickets to london
2639,i would like to leave on friday morning
2641,i would like to leave on saturday morning
2642,my name is thomas
2643,i am from australia
2644,my name is john
2645,i am from portugal
2646,the capital of portugal is lisbon
2647,i have two younger sisters
2648,i am going on holidays
2649,yes it is my passport
2650,i would like a ticket to green park
2651,i would like to pay with credit card
2652,i would like pay with dollars
2653,i have four great note
2654,i have great note
2655,i have red boots
2656,i pay with credit card
2657,i would like two musical tickets
2658,i would like to go tomorrow
2659,i would like to go morning
2660,i would like two tickets for the phantom of the opera
2661,i would like to sit
2663,i would like tickets for the natural history museum
2664,i would like one ticket
2665,i would like a tea
2666,i would like steak
2667,i would like my steak medium
2668,i would like garlic bread
2669,this is not what i had ordered
2670,i would like the dessert menu
2671,i would like the carrot cake
2672,i would like the check
2673,i would like to pay with mastercard
2674,can i pay with mastercard
2675,can i pay with mastercard
2676,where is the science museum
2677,where is the london eye
2678,which bus goes there
2679,saint pauls cathedral is near bank of england
2680,i want to go
2681,i am
2682,i am good
2683,i would like sandals
2684,i would like white sandals
2685,thirty six
2686,i would like a shirt
2687,i would like a white shirt
2688,small
2689,this is too large
2690,this is too far
2691,this is too far
2692,i do not want this shirt
2693,i do not want this
2694,i do not want is this
2695,i do not want this
2696,i do not have a reservation
2697,i would like four a room for four nights
2698,junior suite
2699,can i pay with visa
2700,is there a food store
2701,is there a food store
2702,where is the food store
2703,where is the food store
2704,where is the super store
2705,i would like two tickets to london
2706,i would like to leave on wednesday afternoon i would like to leave on wednesday afternoon
2707,my name is maddalena
2708,i am from switzerland
2709,my name is erica
2710,i am from portugal
2711,i need portugal isn't in africa
2712,portugal is in europe
2713,the capital of portugal is lisbon
2714,i have four brothers
2715,i'm going in the holidays
2716,yes it is my passport
2717,i would like a ticket to trafalgar post card
2718,i would like to pay with post card
2719,i would like two musical tickets
2720,i would like tickets for forty evening
2721,i would like two tickets for mamma mia
2722,i would like to sit in the tenth row
2723,i would like tickets for the british museum
2724,i would like three tickets
2725,i would like a fanta
2726,i would like the steak
2727,i would like my steak medium
2728,i would like a scotch broth
2729,this is not that what i ordered
2730,i would like the dessert menu
2732,i would like the grocery store sisters i i would like the raspberry sorbet
2733,i would like the check
2734,i would like to pay with visa
2736,where is the natural history museum
2737,where is the natural history museum please
2738,where is the oxford street
2739,which bus goes there
2740,saint pauls cathedral is near bank of england
2741,i want to go
2742,i want to go
2743,i want to go
2744,i am good
2745,i would like boots
2746,i would like red boots
2747,thirty six
2748,i would like jeans
2749,i would like jeans
2750,i would like pants
2751,i would like brown pounds
2752,small
2753,which bus this trousers
2754,how much cost this pants
2755,how much torches pounds
2756,the tower is too expensive
2757,i do not have a reservation
2758,i would like a room for four nights
2759,i would like a double room
2760,can i pay with visa
2761,is there a hotel restaurant
2762,i would like a ticket to london
2763,i would like to leave on thursday afternoon
2765,i want to leave on friday afternoon
2766,my name is paolo
2767,i am from tower
2768,my name is john
2769,i'm from scotland
2770,i would like a ticket to westminster
2771,can i pay with credit card
2772,can i pay with swiss francs
2773,i only bigger notes
2774,i have only big note
2775,can i pay with credit card
2776,i would like two musical tickets
2777,i would like a on thursday evening
2778,i would like to leave on thursday evening
2779,i want to leave on thursday evening
2780,i would like two musical tickets for mamma mia
2781,two musical tickets for mamma mia
2782,i would like two tickets for mamma mia
2783,i would like to sit in the eighth row
2784,i would like tickets for the science museum
2785,one ticket
2786,one ticket
2787,i would like one ticket
2788,i would like a tea
2789,i would like a hamburger
2790,i would like my hamburger medium
2791,i would like pants
2792,i would like beans
2793,i would like beans i would like beans
2794,this is not that what i ordered
2795,this is not that what i ordered what i want dollars
2796,this is not that what i ordered
2797,i would like the dessert menu
2798,i would like the chocolate ice
2799,i would like the check
2800,i would like pay with credit card
2801,where is the natural history museum
2802,where is the tower
2803,where is the tower
2804,where is the tower
2805,this is near the bank of england
2806,i am good
2807,i would like boots
2808,i would like red boots
2809,thirty seven
2810,i would like a t-shirt
2811,i would like a pink tee shirt
2812,large
2813,how much is it
2814,this t-shirt is too expensive
2815,i would like a room for four nights
2816,i would like a twin zimmer
2817,i would like to pay with visa
2818,can i pay with euros
2819,i would like pay with euros
2820,can i pay with euros
2821,is there a hairdresser
2822,i would like three tickets to london
2823,i would like to leave on thursday afternoon
2824,my name is andy
2825,i am from germany
2826,my name is stephanie
2827,i am from austria
2828,the capital of austria swim
2829,i have two younger sisters
2830,i have three younger sisters
2831,i'm going on holidays
2832,yes it is my passport
2833,i would like a ticket to nothing hill
2834,i would like to pay with post card
2835,i would like two musical tickets
2836,i would like a ticket for sunday evening
2837,i would like two tickets for billy elliot
2838,i would like two tickets for billy elliot
2839,i would like tickets for
2840,i would like to sit in the front
2841,i would like tickets for the natural history museum
2842,i would like three tickets
2843,i would like a tea
2844,i would like the steak
2845,i would like my steak medium
2846,i would like my steak well done
2847,i would like the bill
2848,i would like mushrooms
2849,i would like mushrooms
2850,this is not that what i ordered
2851,i would like the dessert menu
2852,i would like one models ice
2853,i would like the check
2854,i would like post card
2855,i would like to pay with post card
2856,i would like to pay with post card
2857,where is the zoo
2858,where is the tower
2859,where is the tower
2860,where is the tower
2861,this is near the bank of england
2862,i am good
2863,i would like boots
2864,i would like white boots
2865,circus
2866,thirty eight
2867,i'm a thirty eight
2868,i would like a shirt
2869,i would like a white shirt
2870,brown boots
2871,large
2872,one
2873,how much is it
2874,this is too expensive
2875,i would like a room for three nights
2876,single room
2877,i would like a single room
2878,can i pay with credit card
2880,is there a hotel bar
2881,where is the elevator
2882,my room is dirty
2883,in the room isn't a store
2884,in the room is no shower gel
2885,where can i buy shower gel
2886,i would like six tickets to london
2887,i would like to leave on thursday afternoon evening
2888,my name is stephanie
2889,i am from portugal
2890,my name is brian
2891,i am from england
2892,i would like a ticket to notting hill
2893,i would like to pay with post card
2894,i would like to pay with dollars
2895,i don't have smaller notes
2896,i have no smaller notes
2897,i have smaller notes
2898,i would like two musical tickets
2899,i would like two tickets for morning
2900,i would like two tickets for tomorrow
2901,i would like two tickets for morning evening i would like two tickets for morning evening
2903,i would like to sit in the seven row
2904,i would like tickets for the british museum
2905,i would like four tickets
2906,i have a reservation
2907,a room for six nights
2908,a double room
2909,double room
2910,can i have a double room please
2911,i would like to pay with credit card
2912,is there a hotel bar
2913,where is the hotel bar
2914,i want water
2915,i want a carbonated water
2916,i would like the sunday roast
2917,i want to go tomorrow
2918,i want to through my sunday roast
2919,i would like my sunday roast well done
2920,i want boots
2921,i want the dessert menu
