Id,RecResult,Confidence
8894,three tickets to london,1.0 1.0 1.0 1.0
8895,three tickets to london,0.97 0.99 1.0 1.0
8897,i want to leave on saturday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8898,my name is paul,1.0 1.0 1.0 0.99
8899,i am from turkey,0.8 0.8 1.0 1.0
8900,a room for six nights,1.0 1.0 1.0 1.0 1.0
8902,a room for thursday,1.0 1.0 1.0 0.42
8903,a room for thirty please,0.95 1.0 1.0 0.89 0.23
8904,i want to pay with the credit card,1.0 1.0 1.0 1.0 1.0 0.71 1.0 1.0
8905,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8907,where is the hotel restaurant,0.6 0.7 0.97 1.0 1.0
8908,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
8911,a ticket to london,1.0 1.0 1.0 1.0
8912,i want to leave on sunday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8914,i'm from scotland,0.87 1.0 1.0
8916,i want five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
8917,i want to leave at tuesday evening,0.97 1.0 1.0 1.0 1.0 0.94 0.98
8918,my name is janet,1.0 1.0 1.0 0.85
8919,i'm from canada,0.71 1.0 1.0
8920,i am will,1.0 1.0 0.75
8921,i want boots,1.0 1.0 1.0
8923,i want red boots,1.0 1.0 1.0 1.0
8924,thirty eight,1.0 1.0
8926,thirty eight,1.0 1.0
8927,i want a t-shirt,1.0 1.0 0.96 0.99
8928,i want a yellow t-shirt,1.0 1.0 1.0 1.0 1.0
8931,the steak,0.87 0.34
8932,how many is there a hairdresser,0.98 0.98 0.54 0.99 0.65 0.58
8933,how much does it cost,1.0 1.0 1.0 1.0 0.98
8934,shirt is too expensive,0.92 1.0 1.0 1.0
8935,t-shirt is too expensive,0.98 1.0 1.0 1.0
8936,i want a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8937,i want a twin room,1.0 1.0 1.0 1.0 1.0
8938,a room for five nights,1.0 1.0 1.0 1.0 1.0
8939,i want a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8940,i want a room for one thursday,1.0 1.0 1.0 1.0 1.0 1.0 0.82
8941,i want a room for one grocer,1.0 1.0 1.0 1.0 1.0 1.0 0.24
8942,i want a room for one week please,1.0 1.0 1.0 1.0 1.0 1.0 0.75 0.73
8946,is there a the the musical to london,1.0 1.0 1.0 0.89 0.8 0.25 0.49 0.74
8947,is there a room is dirty,1.0 1.0 0.87 0.8 0.96 0.96
8949,i want a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8950,i want a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8951,i want a room for six nights,1.0 1.0 0.97 1.0 1.0 1.0 1.0
8952,i want a single room,1.0 1.0 1.0 1.0 1.0
8953,i want to pay with post card,1.0 1.0 1.0 1.0 1.0 0.96 0.96
8954,i want to pay with post card,1.0 1.0 1.0 1.0 1.0 0.98 0.94
8955,i want to pay with post card,1.0 1.0 1.0 1.0 1.0 0.99 0.99
8956,is there a hotel bar,1.0 1.0 0.86 1.0 1.0
8957,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
8958,i want a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0
8960,i want a ticket to london,1.0 1.0 0.51 0.53 1.0 1.0
8962,i want to leave at eleven o'clock in the morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
8964,my name is erica,1.0 1.0 1.0 1.0
8965,i'm from tower,0.54 1.0 0.63
8966,i'm from german,0.73 0.99 0.76
8968,i want one ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
8969,i want to pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.98
8970,i want a ticket i want one ticket to green park,1.0 1.0 0.75 0.82 1.0 1.0 0.83 1.0 1.0 1.0 1.0
8971,i want to pay with post card,1.0 1.0 1.0 1.0 1.0 0.96 0.96
8972,i want to pay with dollars,1.0 1.0 0.98 1.0 1.0 1.0
8973,my name is paolo,1.0 1.0 1.0 0.73
8974,i'm from france,0.63 1.0 0.99
8976,the capital of france is paris,1.0 1.0 1.0 1.0 1.0 1.0
8978,the capital of france is paris,1.0 1.0 1.0 1.0 1.0 1.0
8980,i have four younger sisters,1.0 1.0 1.0 1.0 1.0
8981,i go in holidays,0.95 0.67 0.33 0.92
8982,i am on holidays,1.0 1.0 1.0 1.0
8984,this is my passport,0.84 0.96 1.0 1.0
8985,this is my passport,1.0 1.0 1.0 1.0
8986,i want three musical tickets,1.0 1.0 0.99 1.0 1.0
8987,i want a ticket for bathroom sunday evening,1.0 1.0 1.0 1.0 1.0 0.51 0.99 1.0
8988,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
8990,i do no i do not have a reservation,0.86 0.77 0.68 1.0 1.0 1.0 1.0 1.0 1.0
8991,i want would stay for two nights,1.0 0.68 0.32 0.61 1.0 0.99 1.0
8992,i would like a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 0.83 1.0
8993,a single room please,1.0 1.0 1.0 1.0
8994,i would like a room for two nights [noise] i would like to pay with credit card,1.0 1.0 1.0 0.69 0.71 0.97 0.54 0.74 1.0 1.0 1.0 1.0 0.96 1.0 1.0 1.0 1.0
8995,is there a grocery store,1.0 1.0 1.0 1.0 1.0
8996,where is the grocery store,1.0 1.0 1.0 1.0 1.0
8997,where is the grocery store,1.0 1.0 1.0 0.74 0.74
8998,where is the grocery store,1.0 1.0 1.0 1.0 1.0
8999,could you give me a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9001,i want to pay by credit card,0.85 0.83 0.84 1.0 1.0 1.0 1.0
9002,i would like pay with dollars,1.0 1.0 1.0 0.46 0.99 1.0
9003,can i pay with dollars,1.0 1.0 1.0 1.0 1.0
9004,my name is mona,1.0 1.0 1.0 0.9
9005,my name is paolo,1.0 1.0 1.0 0.76
9006,i'm from spain,0.92 1.0 1.0
9007,the capital of spain is madrid,1.0 1.0 1.0 1.0 1.0 1.0
9009,the capital of spain is madrid,1.0 1.0 1.0 1.0 1.0 1.0
9010,i have one sister,1.0 1.0 1.0 1.0
9011,i am on holidays,1.0 1.0 1.0 0.68
9012,this is my passport,0.99 1.0 1.0 1.0
9013,i would like three tickets to london please,1.0 1.0 1.0 0.91 1.0 1.0 1.0 1.0
9014,i want to leave at nights a fanta,1.0 1.0 0.99 0.99 0.99 0.64 0.65 0.58
9015,my name is stephanie,1.0 1.0 1.0 1.0
9018,i'm from italy,0.96 1.0 0.93
9019,can i have water without gas,1.0 1.0 1.0 1.0 1.0 1.0
9020,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
9021,i would like a steak,1.0 1.0 1.0 0.93 0.98
9022,i want a steak,1.0 1.0 0.52 1.0
9023,i want the steak,1.0 1.0 1.0 1.0
9024,i would like the steak well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9025,could i have room please,1.0 1.0 1.0 0.34 0.91
9026,i would like the dessert menu,1.0 1.0 1.0 0.92 0.9 0.89
9027,i would like the dessert menu,1.0 1.0 1.0 1.0 0.97 1.0
9028,i would like the raspberry sorbet,1.0 1.0 1.0 0.77 0.72 0.72
9029,i would like the raspberry sorbet,1.0 1.0 1.0 1.0 1.0 1.0
9030,can i have the bill please,1.0 1.0 1.0 1.0 1.0 1.0
9031,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9032,would i pay by credit card,0.81 1.0 1.0 0.93 1.0 1.0
9033,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9034,i want to go at sunday evening,1.0 1.0 1.0 1.0 1.0 0.93 1.0
9035,where i would like to go on monday evening,0.39 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
9036,three tickets for starlight express,1.0 1.0 1.0 1.0 1.0
9037,i want three tickets for starlight express,1.0 0.98 1.0 1.0 1.0 1.0 1.0
9038,i want to sit in the first row,1.0 1.0 0.57 0.58 0.58 1.0 0.97 1.0
9039,i want to sit in the first row,1.0 1.0 1.0 1.0 1.0 1.0 0.92 1.0
9040,do you have tickets for the science museum,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0
9041,i want two tickets,1.0 1.0 1.0 1.0
9042,where is the british museum,1.0 1.0 1.0 1.0 1.0
9043,where is the piccadilly circus,1.0 1.0 1.0 1.0 1.0
9044,which bus goes there,1.0 1.0 1.0 1.0
9045,saint pauls cathedral is near the bank of england,0.85 0.85 0.96 1.0 1.0 0.88 1.0 1.0 1.0
9046,i am good,0.99 0.99 0.99
9047,i would like boots,1.0 1.0 1.0 1.0
9048,i would like blue boots,1.0 1.0 1.0 1.0 1.0
9049,forty four,1.0 1.0
9050,i would like a sweatshirt,1.0 1.0 1.0 1.0 1.0
9051,i would like a white sweatshirt,1.0 1.0 1.0 0.85 0.98 1.0
9052,purple sweatshirt please,0.7 0.97 0.69
9053,i need a large,1.0 1.0 0.98 1.0
9054,how much is this sweatshirt,1.0 1.0 0.98 0.96 1.0
9055,it is too expensive,0.94 1.0 1.0 1.0
9056,my name is paolo,1.0 1.0 1.0 1.0
9057,i'm from turkey,0.89 1.0 0.6
9058,portugal is not africa,1.0 0.94 0.67 1.0
9059,portugal is not in africa,1.0 1.0 1.0 0.99 1.0
9060,portugal is not in africa,1.0 1.0 1.0 1.0 1.0
9061,portugal is in europe,1.0 1.0 1.0 0.96
9062,portugal is in europe,0.96 1.0 1.0 0.99
9063,that is okay,0.88 0.91 0.92
9064,the capital of portugal is lisbon,1.0 1.0 1.0 1.0 1.0 0.57
9065,the capital of portugal is this,1.0 1.0 1.0 1.0 1.0 0.46
9066,the capital of portugal is lisbon,0.99 1.0 1.0 1.0 1.0 1.0
9067,i have two older brothers,1.0 1.0 0.76 1.0 1.0
9068,i am on holidays,0.69 0.69 1.0 0.54
9069,this is my passport,1.0 1.0 1.0 0.99
9070,i would have a room for six nights,1.0 0.91 0.34 1.0 1.0 1.0 1.0 1.0
9071,i have a room for six nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9072,can i have a twin room,0.99 1.0 1.0 1.0 1.0 1.0
9073,twin room,0.95 1.0
9076,i like to buy with credit card,0.99 1.0 0.99 1.0 1.0 1.0 1.0
9077,i would buy with dollars,1.0 0.99 1.0 1.0 1.0
9083,can i have a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9084,can i have a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9085,i would like a twin room,1.0 1.0 1.0 1.0 1.0 1.0
9086,i like to buy with credit card,0.95 1.0 0.99 1.0 1.0 1.0 1.0
9089,have it a fitness studio,1.0 1.0 1.0 1.0 1.0
9090,can i have a ticket for the trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9091,can i have a ticket to the trafalgar square,0.62 0.96 1.0 1.0 1.0 0.96 0.95 1.0 1.0
9093,i would like to buy with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9094,can i have a tea,1.0 1.0 1.0 1.0 1.0
9095,i would like a hamburger,1.0 1.0 1.0 1.0 1.0
9096,i would like my hamburger in row,1.0 1.0 1.0 1.0 1.0 0.5 0.91
9097,i would like a scotch broth,1.0 1.0 1.0 1.0 1.0 0.94
9098,can i have the dessert card,1.0 1.0 1.0 1.0 1.0 1.0
9099,can i have the where is the hotel bar,0.99 1.0 1.0 1.0 0.74 0.74 0.72 0.71 0.71
9100,can i have the dessert menu,1.0 1.0 1.0 1.0 0.98 1.0
9101,i would like one ticket to london,1.0 1.0 1.0 0.89 0.99 1.0 1.0
9102,i would like to leave tomorrow at six p m,1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.69 0.47 0.47
9104,i my name is silvia,0.99 1.0 1.0 1.0 0.85
9105,i am from austria,0.89 0.89 1.0 1.0
9106,i would like two tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9107,i would like two tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9108,i would like to leave on friday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9109,my name is thomas,1.0 1.0 1.0 0.45
9110,i am from ireland,0.76 0.76 1.0 1.0
9111,my name is sarah,1.0 1.0 1.0 1.0
9112,i am from italy,0.84 0.84 1.0 1.0
9113,the capital of italy is rome,1.0 1.0 0.93 0.93 0.82 0.75
9114,i have three not younger sisters,1.0 1.0 1.0 0.54 1.0 1.0
9116,i am on holidays,1.0 1.0 1.0 1.0
9117,this is my passport,0.93 0.99 1.0 1.0
9118,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 0.87 1.0
9119,a twin room please,0.99 1.0 1.0 1.0
9120,a twin room please,0.54 1.0 1.0 1.0
9121,can i pay with mastercard,1.0 1.0 1.0 1.0 1.0
9122,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
9123,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
9124,for,0.2
9125,i would like a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9127,can i pay with pounds,1.0 1.0 1.0 1.0 0.96
9128,can i pay with pounds,1.0 1.0 1.0 1.0 0.95
9129,i would like to buy three musical tickets,1.0 1.0 1.0 1.0 0.96 1.0 1.0 1.0
9130,i want three tickets for two nights,1.0 1.0 1.0 1.0 0.97 0.54 1.0
9131,i want three tickets for the lion king,1.0 1.0 1.0 1.0 0.97 0.53 0.96 0.89
9132,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9133,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
9134,i would like to sit in the fourth row,1.0 0.97 0.97 0.97 0.99 1.0 1.0 1.0 1.0
9135,i would like a ticket for the natural history museum,1.0 1.0 1.0 0.87 0.88 1.0 1.0 1.0 1.0 1.0
9136,i would like a ticket for the natural history museum,1.0 1.0 1.0 0.95 0.95 1.0 1.0 0.97 1.0 1.0
9137,i would like a ticket for the natural history museum,0.97 0.56 0.56 0.99 0.99 1.0 1.0 0.95 1.0 1.0
9138,i would like four tickets,1.0 1.0 1.0 1.0 1.0
9139,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
9140,i would like a hamburger,1.0 0.95 0.95 0.95 0.93
9141,i would like my hamburger well done,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9142,i would like my hamburger well done,1.0 1.0 1.0 1.0 1.0 1.0 0.96
9143,i want my hamburger well done,1.0 1.0 1.0 1.0 1.0 1.0
9145,i would like some jeans,1.0 0.95 0.95 0.92 0.92
9146,i would like some tickets,1.0 1.0 1.0 0.93 0.29
9147,could i see the dessert menu,0.89 0.96 0.88 0.83 0.79 0.9
9148,could i see the dessert menu,0.96 0.99 0.66 0.99 0.82 1.0
9149,i want blue boots,1.0 1.0 0.52 0.96
9150,i would like a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9151,i would like suite,1.0 1.0 1.0 0.96
9152,i would like a suite,1.0 1.0 1.0 0.98 1.0
9153,i would like a suite,1.0 1.0 1.0 1.0 1.0
9154,can i pay with mastercard,1.0 1.0 1.0 1.0 1.0
9155,is there a grocery store,1.0 1.0 1.0 1.0 1.0
9156,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9157,i want a hairdryer,1.0 1.0 0.99 0.86
9158,i would like a single room please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9159,i would like a single room please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9160,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9161,is there a hairdresser,1.0 1.0 1.0 1.0
9162,i would like a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9163,i want a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9164,a twin room please,1.0 1.0 1.0 1.0
9165,i would like to pay by post card forty,1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.99 0.61
9166,i would like to pay by mastercard,1.0 1.0 1.0 0.99 1.0 1.0 1.0
9167,can i pay with dollars,1.0 1.0 1.0 1.0 1.0
9168,can i pay with dollars,1.0 1.0 1.0 1.0 1.0
9169,can i pay with dollars,1.0 1.0 1.0 1.0 1.0
9170,is there a lift,1.0 1.0 1.0 1.0
9171,where is the lift,1.0 1.0 1.0 1.0
9172,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9173,a single room please,1.0 1.0 1.0 1.0
9174,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9175,is there a hotel bar,1.0 1.0 0.99 1.0 1.0
9176,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9177,i want a twin room please,1.0 1.0 1.0 1.0 1.0 1.0
9179,i want a twin room please,1.0 1.0 1.0 1.0 1.0 1.0
9182,i want to pay with euro,1.0 1.0 1.0 1.0 1.0 0.99
9183,i want to pay with euro,1.0 1.0 1.0 1.0 1.0 1.0
9184,i want to pay with euros to,1.0 1.0 1.0 1.0 1.0 0.99 0.54
9185,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
9186,is there a fitness room,1.0 1.0 1.0 1.0 1.0
9187,small,0.64
9188,i would like a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9189,can i pay with mastercard,1.0 1.0 1.0 1.0 1.0
9190,can i pay with mastercard,1.0 1.0 1.0 0.99 0.99
9191,can i pay with master mastercard,1.0 1.0 1.0 1.0 0.95 0.99
9192,a single room,1.0 1.0 1.0
9193,i need a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9194,can i pay with mastercard,1.0 1.0 1.0 1.0 1.0
9195,i want a ticket to i want i want a ticket to green park,1.0 1.0 0.96 0.78 0.62 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9196,i would like a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9197,can i pay with mastercard card,1.0 1.0 1.0 1.0 1.0 0.98
9198,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.97 0.97
9199,i want pay with mastercard,1.0 1.0 1.0 1.0 0.99
9200,i want pay with mastercard,1.0 0.97 1.0 1.0 0.98
9201,i want grocer,0.74 0.68 0.47
9202,is there a hairdresser,1.0 1.0 1.0 1.0
9203,where is the hairdresser,1.0 1.0 1.0 1.0
9204,can i have a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9205,i want a junior suite,1.0 1.0 1.0 1.0 1.0
9206,i want to pay with mastercard,1.0 0.96 0.51 1.0 1.0 0.99
9207,can i pay by mastercard,1.0 1.0 1.0 1.0 0.99
9208,can i pay with dollars,1.0 1.0 1.0 0.99 1.0
9209,i want a a room for one suite,1.0 0.94 0.42 1.0 1.0 1.0 0.34 0.58
9211,i want a twin zimmer,1.0 1.0 1.0 1.0 1.0
9212,i i would pay with mastercard please,0.38 1.0 0.88 1.0 1.0 0.98 1.0
9213,i want pay with mastercard please,1.0 0.52 1.0 1.0 0.96 1.0
9214,i want pay with mastercard please,1.0 1.0 1.0 1.0 0.99 1.0
9215,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
9216,i am where is,0.53 0.34 0.96 0.92
9217,i where is,1.0 0.42 0.54
9218,where is,0.98 0.98
9219,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
9221,a room for six nights please,1.0 1.0 1.0 1.0 1.0 1.0
9222,a double room please,1.0 1.0 1.0 1.0
9223,i would pay with mastercard,1.0 0.99 1.0 1.0 0.99
9224,can i pay with swiss francs please,1.0 1.0 1.0 1.0 1.0 0.96 0.57
9225,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
9227,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
9228,the toilet musical leave,0.61 0.6 0.53 0.4
9229,thirty,0.5
9230,the toilet is dirty,1.0 1.0 1.0 1.0
9232,in the room is no shampoo,0.98 0.96 1.0 1.0 1.0 1.0
9233,can i have a single room,1.0 1.0 1.0 1.0 0.71 0.99
9235,thirty nine some sandals,0.87 0.94 0.64 0.99
9236,where,0.45
9237,where i can buy some shampoo,1.0 0.9 0.69 0.47 0.95 1.0
9238,a room for five nights,1.0 1.0 1.0 1.0 1.0
9239,a twin zimmer a twin room please,1.0 1.0 0.86 1.0 1.0 1.0 1.0
9240,can i pay with post card please,1.0 1.0 1.0 1.0 0.87 0.87 1.0
9241,is there a hotel restaurant,1.0 1.0 1.0 0.49 0.61
9243,is there a hairdresser,1.0 1.0 1.0 1.0
9244,i where is,1.0 0.57 0.99
9245,where is the hairdresser,1.0 1.0 1.0 1.0
9246,the room is dirty,0.97 1.0 1.0 1.0
9247,in the room isn't shampoo,1.0 1.0 1.0 1.0 1.0
9248,in the room is no shampoo,1.0 0.99 1.0 1.0 1.0 1.0
9249,i do not find any no shower gel,0.99 0.97 1.0 1.0 1.0 1.0 1.0 0.97
9250,a room for two nights,1.0 1.0 1.0 0.65 1.0
9251,a junior suite please,0.98 1.0 1.0 1.0
9252,can i pay with mastercard please,1.0 1.0 1.0 1.0 0.96 1.0
9253,i would like pay with euros,1.0 1.0 1.0 1.0 1.0 0.62
9254,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
9255,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
9256,a room for three nights,1.0 1.0 1.0 1.0 1.0
9257,a double room,1.0 1.0 1.0
9258,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
9260,is there a supermarket,1.0 1.0 0.69 1.0
9261,is there a superstore,1.0 1.0 0.56 0.51
9262,where is the superstore,1.0 1.0 1.0 0.5
9263,where is the superstore,1.0 1.0 1.0 0.75
9264,i want a room for three nights,1.0 0.62 0.98 1.0 1.0 1.0 1.0
9265,a suite,1.0 1.0
9266,i would like pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.99
9267,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
9268,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
9269,i would like five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9271,my name is michelle,1.0 1.0 1.0 1.0
9272,i'm from i am from france,0.9 0.96 0.63 0.63 1.0 0.98
9273,my name is paolo,1.0 1.0 1.0 0.96
9274,i'm from france,0.87 1.0 0.99
9275,the capital the capital of france is paris,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9276,i have two older sisters,1.0 1.0 1.0 1.0 1.0
9277,i go in holidays,1.0 1.0 1.0 1.0
9278,italy is my passport,1.0 1.0 1.0 1.0
9280,this is my passport,1.0 1.0 1.0 1.0
9281,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9282,i would pay with mastercard,1.0 1.0 1.0 1.0 0.99
9283,i need three musical tickets,1.0 1.0 1.0 1.0 0.99
9284,my tomorrow evening,0.3 0.99 1.0
9285,three tickets for tomorrow evening,1.0 1.0 1.0 0.84 1.0
9286,i want three tickets for tomorrow night,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9287,i would like three tickets for the phantom of the opera,1.0 0.89 0.7 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9288,i want to sit in the seven row sit pay,1.0 1.0 0.9 0.95 0.99 0.99 0.99 0.81 0.54 0.69
9289,i would like to sit in the fifth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.54 1.0
9290,i want tickets for the british museum,1.0 1.0 0.95 1.0 1.0 1.0 1.0
9291,one ticket,1.0 1.0
9292,i would like a lemonade,1.0 1.0 1.0 0.78 0.68
9293,i want a lemonade,1.0 1.0 0.59 0.38
9294,i would like the sunday eat a room,1.0 1.0 1.0 0.93 1.0 0.63 0.65 0.67
9295,i would like the sunday roast,1.0 1.0 1.0 0.96 1.0 1.0
9296,i would like my sunday roast a room grocery,1.0 1.0 1.0 1.0 1.0 1.0 0.76 0.96 0.2
9297,i want a baked potato,1.0 1.0 0.92 1.0 1.0
9298,i would like the dessert card,1.0 1.0 1.0 1.0 0.99 1.0
9299,i would like boots,1.0 1.0 1.0 0.52
9300,i want to pay with,1.0 1.0 0.79 1.0 0.48
9301,i would pay with mastercard,1.0 1.0 1.0 1.0 0.99
9303,can i pay by mastercard,1.0 1.0 1.0 1.0 0.99
9304,where is the national gallery,1.0 1.0 1.0 1.0 1.0
9305,i am where is the piccadilly circus,1.0 0.76 1.0 1.0 1.0 1.0 1.0
9306,which bus drives there,1.0 1.0 1.0 1.0
9307,which bus goes there,1.0 1.0 1.0 1.0
9308,the tower is near tower bridge,1.0 1.0 1.0 1.0 1.0 1.0
9309,i'm fine,0.94 1.0
9310,i would like sandals,1.0 1.0 1.0 1.0
9311,i would like brown sandals,1.0 1.0 1.0 1.0 1.0
9312,forty four,0.71 0.71
9313,forty four,0.86 0.86
9314,i would like jeans,1.0 1.0 1.0 1.0
9315,i want euro jeans,1.0 1.0 0.37 0.98
9317,which friday evening,0.98 0.69 0.3
9318,how much does it cost,1.0 1.0 0.92 0.84 0.82
9319,the jeans is too expensive,1.0 0.96 0.91 1.0 1.0
9320,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9321,a twin room,1.0 1.0 1.0
9322,i would like to pay with mastercard,0.99 0.82 1.0 1.0 1.0 1.0 1.0
9323,can i pay with dollars,1.0 1.0 1.0 1.0 1.0
9324,where is the hotel a restaurant,1.0 1.0 1.0 1.0 0.86 0.99
9326,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
9327,my name is stephanie,0.99 0.99 1.0 0.71
9328,i'm from australia,0.68 1.0 0.85
9329,i would like one musical ticket,1.0 0.96 0.98 1.0 1.0 0.99
9331,i'd like one ticket for saturday night,0.62 0.83 0.85 0.86 1.0 0.97 0.73
9332,a ticket for billy elliot,0.96 0.96 1.0 1.0 1.0
9333,a ticket for billy elliot,0.94 0.94 1.0 1.0 1.0
9334,tomorrow,0.49
9335,i want to sit in the fifth row,1.0 1.0 0.86 0.84 0.84 0.97 0.27 0.87
9336,i want a ticket for the natural history museum,1.0 1.0 1.0 1.0 1.0 0.71 1.0 1.0 1.0
9337,i need three tickets,1.0 1.0 1.0 1.0
9338,i like five tickets to london,0.78 0.99 1.0 1.0 1.0 1.0
9340,i like to leave at monday afternoon,0.99 0.92 1.0 1.0 0.96 0.97 1.0
9341,my name is mona,1.0 1.0 1.0 0.7
9342,i'm from yellow from ireland,0.82 1.0 0.29 1.0 1.0
9343,i like a ticket to the trafalgar square,0.94 0.98 0.98 1.0 1.0 0.72 1.0 1.0
9346,germany there a lift,0.39 0.7 0.79 0.91
9348,i would like a room for five nights,0.99 0.93 1.0 1.0 1.0 1.0 1.0 1.0
9349,i would like a swiss a twin room,1.0 0.97 1.0 1.0 0.6 1.0 0.88 1.0
9350,i would like a twin room,0.97 0.89 0.98 1.0 1.0 1.0
9351,i would like to pay with a a pay card,1.0 1.0 1.0 1.0 1.0 1.0 0.61 0.88 0.76 1.0
9352,is a hotel ah a hairdresser,0.31 0.45 1.0 0.5 0.92 1.0
9353,where is the hairdresser,1.0 1.0 1.0 1.0
9354,no row the room is i dirty,0.99 0.48 0.95 0.98 0.73 0.47 0.92
9355,the room isn't a lift,0.97 1.0 0.64 0.56 0.28
9356,the room is dirty,1.0 1.0 1.0 1.0
9357,do you have a hairdryer,1.0 1.0 1.0 1.0 1.0
9358,where is the hairdryer,1.0 1.0 1.0 1.0
9359,i like to stay four nights,1.0 0.96 1.0 1.0 1.0 1.0
9360,i like swiss swiss am row,0.97 0.49 0.57 0.71 0.35 0.41
9361,i like to pay with credit card,0.74 1.0 1.0 1.0 1.0 0.93 0.99
9362,who is the hotel have a grocery store,0.64 0.67 0.73 1.0 0.97 0.96 1.0 1.0
