,ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count
nbest.2018-testset-withlma-1best-21-0.0_40549-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40552-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40553-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40555-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40556-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40558-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40559-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40560-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40561-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40564-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40565-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40566-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40568-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40569-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40570-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40571-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40572-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40573-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40574-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40577-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40579-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40580-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40582-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40583-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40585-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40587-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40589-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40591-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40592-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40593-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40599-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40603-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40610-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40612-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40619-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40621-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40624-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40638-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40641-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40643-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40644-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40646-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40649-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40650-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40651-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40652-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40656-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40657-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40658-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40659-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40662-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40664-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40665-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40666-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40667-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40669-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40670-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40673-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40674-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40675-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40676-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40679-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40682-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40687-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40690-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40692-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40697-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40698-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40699-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40700-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40703-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40706-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40707-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40710-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40711-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40714-1,0,0,0,0,0,1,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40718-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40719-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40721-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40726-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40727-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40728-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40730-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40731-1,0,0,0,0,0,0,1,2,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40734-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40736-1,0,0,0,1,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40737-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40738-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40739-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40740-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40741-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40742-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40744-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40745-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40746-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40747-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40748-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40749-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40750-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40752-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40753-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40755-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40756-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40758-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40759-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40760-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40761-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40763-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40765-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40766-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40767-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40768-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40769-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40770-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40772-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40773-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40776-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40777-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40778-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40779-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40780-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40782-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40783-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40784-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40785-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40786-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40788-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40789-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40791-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40797-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40799-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40800-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40803-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40804-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40806-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40807-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40810-1,0,0,1,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40812-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40815-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40816-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40818-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40822-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40823-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40824-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40826-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40830-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40831-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40833-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40834-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40836-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40838-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40839-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40841-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40842-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40845-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40846-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40847-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40849-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40857-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40858-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40861-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40862-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40863-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40864-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40865-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40866-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40867-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40869-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40871-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40875-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40877-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40878-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40879-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40885-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40887-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40888-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40890-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40892-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40893-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40894-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40897-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40899-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40900-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40902-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40903-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40904-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40905-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40906-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40908-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40909-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40912-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40913-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40914-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40917-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40918-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40920-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40922-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40923-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40924-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40926-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40927-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40928-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40929-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40930-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40931-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40932-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40934-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40939-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40942-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40943-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40944-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40945-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40946-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40949-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40952-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40954-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40955-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40957-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40958-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40959-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40960-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40961-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40964-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40966-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40967-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40969-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40971-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40973-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40974-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40975-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40976-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40977-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40978-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40979-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40981-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40982-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40984-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40986-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40988-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40989-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40991-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40993-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40994-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40996-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40997-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40998-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41001-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41003-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41007-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41008-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41009-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41010-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41011-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41012-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41013-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41018-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41019-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41024-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41026-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41027-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41028-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41030-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41031-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41032-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41034-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41035-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41036-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41039-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41043-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41045-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41046-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41049-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41052-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41053-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41054-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41055-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_41056-1,0,0,0,0,0,0,0,0,0,0,0
